data_loss,epoch,physics_loss,steady_state_loss,step,train_loss
0.21912124752998352,0,0.04513469710946083,7.235857083287556e-06,0,0.26426318287849426
0.20901048183441162,1,0.03975214064121246,7.206518148450414e-06,1,0.2487698346376419
0.19939608871936798,2,0.035826049745082855,7.203546374512371e-06,2,0.23522932827472687
0.19031977653503418,3,0.03286587819457054,7.230166829685913e-06,3,0.22319288551807404
0.18175305426120758,4,0.030500207096338272,7.294294846360572e-06,4,0.21226055920124054
0.17369478940963745,5,0.029175475239753723,7.394935437332606e-06,5,0.20287765562534332
0.1661561131477356,6,0.02807377278804779,7.535008080594707e-06,6,0.19423742592334747
0.15906769037246704,7,0.026839125901460648,7.71211944083916e-06,7,0.1859145313501358
0.15239205956459045,8,0.025675872340798378,7.92134778748732e-06,8,0.1780758649110794
0.14609678089618683,9,0.024411041289567947,8.15859038993949e-06,9,0.1705159842967987
0.14014427363872528,10,0.02309075929224491,8.417874596489128e-06,10,0.16324347257614136
0.13451050221920013,11,0.02178744040429592,8.693455129105132e-06,11,0.15630662441253662
0.12917298078536987,12,0.020492827519774437,8.979316589829978e-06,12,0.14967478811740875
0.12411582469940186,13,0.019310245290398598,9.2700911409338e-06,13,0.14343534409999847
0.11932965368032455,14,0.018258264288306236,9.561352271703072e-06,14,0.1375974863767624
0.11480624228715897,15,0.017328012734651566,9.849042726273183e-06,15,0.13214410841464996
0.11053836345672607,16,0.016508301720023155,1.0129444490303285e-05,16,0.1270567923784256
0.10651987791061401,17,0.015787562355399132,1.039919789036503e-05,17,0.1223178431391716
0.10274559259414673,18,0.015154743567109108,1.0655306141416077e-05,18,0.11791098862886429
0.09921101480722427,19,0.014599574729800224,1.0895189006987493e-05,19,0.11382148414850235
0.09591224789619446,20,0.014112928882241249,1.1116772839159239e-05,20,0.11003628373146057
0.09284564107656479,21,0.013686921447515488,1.1318503311485983e-05,21,0.1065438762307167
0.09000758826732635,22,0.013314700685441494,1.149930449173553e-05,22,0.10333378612995148
0.08739422261714935,23,0.012990281917154789,1.1658610674203373e-05,23,0.10039616376161575
0.08500133454799652,24,0.012708466500043869,1.1796420949394815e-05,24,0.09772159904241562
0.08282420039176941,25,0.012464686296880245,1.1913307389477268e-05,25,0.09530080109834671
0.08085741102695465,26,0.012254832312464714,1.2010346836177632e-05,26,0.09312425553798676
0.0790945515036583,27,0.012075192295014858,1.2089089068467729e-05,27,0.09118183702230453
0.07752802968025208,28,0.011922378093004227,1.2151514965808019e-05,28,0.08946255594491959
0.07614881545305252,29,0.011793168261647224,1.2200032870168798e-05,29,0.08795417845249176
0.0749463215470314,30,0.01168435625731945,1.2237440387252718e-05,30,0.08664291352033615
0.07390820980072021,31,0.01159260980784893,1.226689710165374e-05,31,0.08551308512687683
0.07302044332027435,32,0.011514357291162014,1.2291885468584951e-05,32,0.08454709500074387
0.0722673237323761,33,0.011445755138993263,1.2316176253079902e-05,33,0.08372539281845093
0.07163187116384506,34,0.01138274371623993,1.234376395586878e-05,34,0.0830269604921341
0.07109617441892624,35,0.01132118795067072,1.2378834071569145e-05,35,0.08242973685264587
0.07064196467399597,36,0.011257139034569263,1.2425684872141574e-05,36,0.08191153407096863
0.07025120407342911,37,0.011187124066054821,1.2488685570133384e-05,37,0.08145081251859665
0.06990674138069153,38,0.011108429171144962,1.2572196283144876e-05,38,0.08102773874998093
0.06959285587072372,39,0.011019296012818813,1.2680524378083646e-05,39,0.08062483370304108
0.06929581612348557,40,0.010918986983597279,1.2817834431189112e-05,40,0.08022762089967728
0.06900403648614883,41,0.010807749815285206,1.2988097296329215e-05,41,0.0798247754573822
0.0687083974480629,42,0.010686692781746387,1.3195008250477258e-05,42,0.07940828800201416
0.06840204447507858,43,0.01055760309100151,1.3441929695545696e-05,43,0.07897308468818665
0.06808031350374222,44,0.010422741062939167,1.3731822036788799e-05,44,0.07851678878068924
0.06774044781923294,45,0.010284633375704288,1.4067213669477496e-05,45,0.07803914695978165
0.06738127022981644,46,0.010145879350602627,1.4450160961132497e-05,46,0.07754159718751907
0.06700289249420166,47,0.010008987039327621,1.4882227333146147e-05,47,0.07702676206827164
0.06660640984773636,48,0.009876249358057976,1.5364499631687067e-05,48,0.07649802416563034
0.0661936029791832,49,0.00974963791668415,1.589759085618425e-05,49,0.07595913857221603
0.06576679646968842,50,0.009630750864744186,1.6481684724567458e-05,50,0.0754140317440033
0.06532861292362213,51,0.009520791471004486,1.711655750114005e-05,51,0.07486651837825775
0.0648818388581276,52,0.00942055694758892,1.7801636204239912e-05,52,0.07432019710540771
0.06442933529615402,53,0.009330468252301216,1.853606772783678e-05,53,0.07377833873033524
0.06397383660078049,54,0.009250595234334469,1.9318744307383895e-05,54,0.07324375212192535
0.06351794302463531,55,0.00918070413172245,2.0148381736362353e-05,55,0.0727187916636467
0.06306399405002594,56,0.00912030041217804,2.102357211697381e-05,56,0.0722053200006485
0.0626140609383583,57,0.00906867254525423,2.1942842067801394e-05,57,0.0717046782374382
0.062169864773750305,58,0.009024946950376034,2.2904698198544793e-05,58,0.07121771574020386
0.06173282489180565,59,0.008988133631646633,2.3907672584755346e-05,59,0.07074486464262009
0.06130403280258179,60,0.008957179263234138,2.4950360966613516e-05,60,0.07028616219758987
0.0608842633664608,61,0.008930987678468227,2.6031450033769943e-05,61,0.06984128057956696
0.060474056750535965,62,0.008908480405807495,2.7149742891197093e-05,62,0.06940969079732895
0.06007371470332146,63,0.00888860784471035,2.8304155421210453e-05,63,0.06899062544107437
0.05968332290649414,64,0.00887038093060255,2.9493730835383758e-05,64,0.06858319789171219
0.05930279940366745,65,0.008852880448102951,3.0717626941623166e-05,65,0.06818639487028122
0.058931976556777954,66,0.00883527472615242,3.197509067831561e-05,66,0.06779922544956207
0.05857057496905327,67,0.008816814050078392,3.3265463571297005e-05,67,0.06742065399885178
0.05821823328733444,68,0.008796842768788338,3.4588127164170146e-05,68,0.06704965978860855
0.05787458270788193,69,0.008774800226092339,3.5942492104368284e-05,69,0.06668532639741898
0.0575392059981823,70,0.008750209584832191,3.7327976315282285e-05,70,0.06632674485445023
0.057211734354496,71,0.008722699247300625,3.874394315062091e-05,71,0.0659731775522232
0.056891780346632004,72,0.00869197677820921,4.0189723222283646e-05,72,0.0656239464879036
0.05657903477549553,73,0.008657852187752724,4.166455619269982e-05,73,0.0652785524725914
0.056273236870765686,74,0.008620217442512512,4.3167568946955726e-05,74,0.06493662297725677
0.055974170565605164,75,0.008579055778682232,4.469779014470987e-05,75,0.06459791958332062
0.05568167194724083,76,0.008534424938261509,4.6254106564447284e-05,76,0.06426235288381577
0.05539562925696373,77,0.008486463688313961,4.783531039720401e-05,77,0.06392992287874222
0.05511598661541939,78,0.008435375988483429,4.944001921103336e-05,78,0.0636008083820343
0.054842665791511536,79,0.008381415158510208,5.106677417643368e-05,79,0.06327515095472336
0.05457562953233719,80,0.008324882946908474,5.271398549666628e-05,80,0.06295322626829147
0.05431480333209038,81,0.008266115561127663,5.437999061541632e-05,81,0.06263530254364014
0.05406009405851364,82,0.008205469697713852,5.606303966487758e-05,82,0.06232162564992905
0.05381137132644653,83,0.00814331229776144,5.776135003543459e-05,83,0.0620124451816082
0.05356844514608383,84,0.0080800149589777,5.94731027376838e-05,84,0.061707932502031326
0.05333109572529793,85,0.008015946485102177,6.119647878222167e-05,85,0.061408236622810364
0.05309903994202614,86,0.007951459847390652,6.29296773695387e-05,86,0.06111343204975128
0.052871961146593094,87,0.00788689125329256,6.467094499384984e-05,87,0.06082352250814438
0.05264952778816223,88,0.007822562009096146,6.64185790810734e-05,88,0.060538507997989655
0.0524313822388649,89,0.007758755702525377,6.817093526478857e-05,89,0.06025830656290054
0.05221717804670334,90,0.007695737294852734,6.992646376602352e-05,90,0.059982843697071075
0.0520065501332283,91,0.007633735425770283,7.168366573750973e-05,91,0.059711966663599014
0.05179919674992561,92,0.007572943810373545,7.344116602325812e-05,92,0.0594455823302269
0.051594823598861694,93,0.0075135198421776295,7.519761857111007e-05,93,0.05918354168534279
0.05139318108558655,94,0.007455584593117237,7.695177191635594e-05,94,0.05892571806907654
