data_loss,epoch,physics_loss,steady_state_loss,step,train_loss
0.24157042801380157,0,0.013096119277179241,2.565579598012846e-05,0,0.2546921968460083
0.22930245101451874,1,0.01348435040563345,2.5385767003172077e-05,1,0.24281218647956848
0.21758481860160828,2,0.014021653681993484,2.5090159397223033e-05,2,0.2316315621137619
0.2064083069562912,3,0.014681639149785042,2.476578447385691e-05,3,0.22111470997333527
0.195760115981102,4,0.015333675779402256,2.4428314645774662e-05,4,0.21111822128295898
0.18562646210193634,5,0.015934893861413002,2.410993693047203e-05,5,0.20158547163009644
0.17599663138389587,6,0.01643221266567707,2.3820803107810207e-05,6,0.19245266914367676
0.1668557971715927,7,0.016625596210360527,2.356430923100561e-05,7,0.18350495398044586
0.15819403529167175,8,0.01667790301144123,2.334145574423019e-05,8,0.1748952716588974
0.15000441670417786,9,0.016666097566485405,2.3149032131186686e-05,9,0.16669367253780365
0.14228181540966034,10,0.016598515212535858,2.2985837858868763e-05,10,0.1589033156633377
0.13501931726932526,11,0.01647116057574749,2.2850943423691206e-05,11,0.15151333808898926
0.12820804119110107,12,0.016292842105031013,2.274376674904488e-05,12,0.14452362060546875
0.12183894962072372,13,0.016077037900686264,2.2664444259135053e-05,13,0.13793864846229553
0.11590401828289032,14,0.015835583209991455,2.2614070985582657e-05,14,0.13176222145557404
0.11039520800113678,15,0.015579220838844776,2.259441498608794e-05,15,0.12599702179431915
0.10530446469783783,16,0.015316903591156006,2.2607662685913965e-05,16,0.1206439733505249
0.10062333941459656,17,0.01505600567907095,2.2655813154415227e-05,17,0.11570200324058533
0.09634296596050262,18,0.014802238903939724,2.2740516214980744e-05,18,0.11116794496774673
0.09245344251394272,19,0.014559726230800152,2.286336530232802e-05,19,0.1070360317826271
0.08894334733486176,20,0.014331799000501633,2.3026053895591758e-05,20,0.10329817980527878
0.08579948544502258,21,0.014120620675384998,2.3230411898111925e-05,21,0.09994333982467651
0.08300670981407166,22,0.013927983120083809,2.347839472349733e-05,22,0.09695816785097122
0.08054779469966888,23,0.013754638843238354,2.3772170607117005e-05,23,0.0943262055516243
0.07840295881032944,24,0.013600707985460758,2.411402056168299e-05,24,0.09202778339385986
0.07654988020658493,25,0.013465744443237782,2.4506301997462288e-05,25,0.09004013240337372
0.07496379315853119,26,0.013348657637834549,2.4951390514615923e-05,26,0.08833739906549454
0.07361774891614914,27,0.013247733004391193,2.545153438404668e-05,27,0.08689093589782715
0.07248318195343018,28,0.013160698115825653,2.6008699933299795e-05,28,0.08566989004611969
0.07153061777353287,29,0.01308477483689785,2.662450606294442e-05,29,0.08464201539754868
0.07073051482439041,30,0.013016830198466778,2.7300115107209422e-05,30,0.0837746411561966
0.07005417346954346,31,0.012953532859683037,2.8036236471962184e-05,31,0.08303574472665787
0.06947451829910278,32,0.012891579419374466,2.8833084797952324e-05,32,0.08239492774009705
0.06896694004535675,33,0.012827904894948006,2.969047454826068e-05,33,0.08182453364133835
0.06850975006818771,34,0.012759877368807793,3.0607850931119174e-05,34,0.08130023628473282
0.06808462738990784,35,0.012685410678386688,3.1584364478476346e-05,35,0.08080162107944489
0.06767686456441879,36,0.012603052891790867,3.261893289163709e-05,36,0.08031253516674042
0.06727522611618042,37,0.012511977925896645,3.3710271964082494e-05,37,0.079820916056633
0.06687180697917938,38,0.012411942705512047,3.485691922833212e-05,38,0.07931860536336899
0.06646175682544708,39,0.012303211726248264,3.605724123190157e-05,39,0.07880102843046188
0.0660426989197731,40,0.012186473235487938,3.7309389881556854e-05,40,0.07826648652553558
0.06561432778835297,41,0.012062734924256802,3.861128425342031e-05,41,0.0777156725525856
0.06517773866653442,42,0.011933251284062862,3.9960596041055396e-05,42,0.07715094834566116
0.06473502516746521,43,0.011799423955380917,4.135469498578459e-05,43,0.07657580822706223
0.06428872793912888,44,0.011662749573588371,4.279063068679534e-05,44,0.07599426805973053
0.06384152919054031,45,0.01152472198009491,4.426517625688575e-05,45,0.07541051506996155
0.0633959248661995,46,0.011386794969439507,4.577480285661295e-05,46,0.07482849806547165
0.06295409798622131,47,0.011250294744968414,4.7315730625996366e-05,47,0.07425171136856079
0.06251774728298187,48,0.0111163929104805,4.8883997806115076e-05,48,0.07368302345275879
0.06208810210227966,49,0.010986068286001682,5.047548620495945e-05,49,0.07312464714050293
0.061665959656238556,50,0.010860081762075424,5.2086019422858953e-05,50,0.07257812470197678
0.061251748353242874,51,0.010738974437117577,5.371140650822781e-05,51,0.07204443216323853
0.06084557995200157,52,0.010623068548738956,5.534751107916236e-05,52,0.0715240016579628
0.06044742092490196,53,0.010512473993003368,5.6990287703229114e-05,53,0.07101688534021378
0.0600571408867836,54,0.010407116264104843,5.8635847381083295e-05,54,0.07052288949489594
0.05967456474900246,55,0.010306760668754578,6.028047209838405e-05,55,0.07004160434007645
0.05929957330226898,56,0.010211036540567875,6.192066211951897e-05,56,0.06957253068685532
