data_loss,epoch,physics_loss,step,train_loss
0.2786067724227905,0,0.004416381008923054,0,0.2830231487751007
0.2537834048271179,1,0.003386111231520772,1,0.2571695148944855
0.23085865378379822,2,0.0025573151651769876,2,0.23341596126556396
