data_loss,epoch,physics_loss,step,train_loss
0.22131825983524323,0,0.8332884311676025,0,1.0546066761016846
nan,1,0.0,1,nan
nan,2,0.0,2,nan
nan,3,0.0,3,nan
nan,4,0.0,4,nan
